iter	Passed	Remaining
659	61040	401386
660	61139	401335
661	61217	401147
662	61311	401066
663	61388	400872
664	61512	400989
665	61618	400982
666	61661	400569
667	61759	400510
668	61858	400462
669	61940	400304
670	62023	400145
671	62100	399953
672	62176	399761
673	62258	399599
674	62336	399418
675	62426	399305
676	62471	398910
677	62540	398669
678	62638	398619
679	62731	398527
680	62807	398331
681	62902	398258
682	62977	398055
683	63054	397873
684	63142	397749
685	63239	397692
686	63334	397615
687	63408	397410
688	63489	397247
689	63569	397081
690	63671	397050
691	63790	397121
692	63942	397401
693	64046	397384
694	64128	397227
695	64215	397100
696	64328	397138
697	64362	396688
698	64446	396543
699	64561	396592
700	64660	396539
701	64737	396356
702	64812	396160
703	64842	395688
704	64893	395342
705	65006	395382
706	65101	395303
707	65188	395182
708	65267	395010
709	65372	394996
710	65451	394825
711	65545	394745
712	65658	394778
713	65700	394384
714	65820	394460
715	65932	394492
716	65965	394044
717	66053	393930
718	66135	393777
719	66229	393699
720	66345	393750
721	66429	393611
722	66513	393471
723	66593	393309
724	66686	393221
725	66759	393013
726	66842	392873
727	66938	392804
728	67010	392596
729	67039	392135
730	67130	392036
731	67204	391844
732	67285	391685
733	67409	391780
734	67503	391701
735	67531	391244
736	67626	391171
737	67724	391112
738	67801	390935
739	67870	390715
740	67954	390577
741	68026	390371
742	68106	390212
743	68190	390079
744	68276	389954
745	68360	389821
746	68440	389663
747	68535	389587
748	68610	389406
749	68691	389250
750	68803	389278
751	68902	389226
752	68945	388858
753	69039	388780
754	69157	388840
755	69320	389146
756	69352	388721
757	69453	388681
758	69557	388659
759	69586	388219
760	69709	388302
761	69778	388086
762	69878	388040
763	69963	387911
764	70030	387686
765	70121	387588
766	70201	387433
767	70314	387463
768	70393	387301
769	70488	387229
770	70621	387362
771	70707	387243
772	70786	387081
773	70861	386901
774	70950	386792
775	71032	386651
776	71109	386479
777	71152	386128
778	71232	385969
779	71335	385941
780	71387	385636
781	71417	385214
782	71688	386091
783	71949	386910
784	72066	386956
785	72203	387107
786	72320	387148
787	72467	387352
788	72557	387249
789	72655	387186
790	72743	387074
791	72826	386937
792	72902	386759
793	72981	386597
794	73065	386468
795	73122	386192
796	73205	386053
797	73277	385857
798	73376	385798
799	73508	385919
800	73591	385779
801	73712	385843
802	73824	385855
803	73915	385757
804	74000	385628
805	74075	385452
806	74164	385345
807	74234	385137
808	74315	384988
809	74404	384882
810	74478	384696
811	74566	384585
812	74660	384505
813	74724	384271
814	74795	384071
815	74895	384021
816	74970	383843
817	75050	383691
818	75135	383565
819	75210	383391
820	75301	383295
821	75380	383137
822	75511	383245
823	75626	383274
824	75696	383071
825	75777	382923
826	75865	382815
827	75943	382652
828	76052	382646
829	76144	382555
830	76243	382503
831	76325	382361
832	76401	382192
833	76494	382107
834	76568	381925
835	76643	381749
836	76766	381816
837	76854	381706
838	76939	381580
839	77026	381466
840	77101	381291
841	77193	381198
842	77272	381046
843	77386	381062
844	77474	380956
845	77552	380797
846	77656	380765
847	77763	380747
848	77864	380701
849	77937	380517
850	78017	380367
851	78103	380250
852	78193	380149
853	78291	380091
854	78421	380185
855	78510	380079
856	78551	379740
857	78634	379610
858	78704	379411
859	78794	379315
860	78871	379149
861	78963	379062
862	79051	378953
863	79166	378974
864	79272	378952
865	79383	378952
866	79481	378889
867	79590	378881
868	79668	378725
869	79757	378620
870	79831	378443
871	79928	378377
872	80014	378258
873	80157	378407
874	80282	378473
875	80395	378482
876	80510	378499
877	80633	378555
878	80724	378460
879	80799	378290
880	80877	378131
881	80966	378025
882	81042	377864
883	81120	377705
884	81197	377543
885	81270	377364
886	81362	377275
887	81475	377282
888	81572	377217
889	81713	377351
890	81840	377422
891	81923	377290
892	81996	377109
893	82069	376932
894	82153	376805
895	82242	376699
896	82333	376603
897	82378	376300
898	82467	376194
899	82551	376069
900	82641	375966
901	82685	375660
902	82765	375514
903	82879	375524
904	82984	375491
905	83068	375365
906	83205	375477
907	83290	375358
908	83398	375340
909	83513	375351
910	83618	375320
911	83701	375186
912	83779	375035
913	83885	375007
914	84002	375025
915	84076	374856
916	84153	374697
917	84247	374617
918	84337	374516
919	84433	374446
920	84563	374519
921	84685	374564
922	84789	374523
923	84854	374313
924	84936	374179
925	85015	374031
926	85100	373907
927	85123	373515
928	85209	373397
929	85295	373281
930	85366	373100
931	85445	372951
932	85565	372984
933	85598	372638
934	85684	372522
935	85758	372353
936	85838	372210
937	85914	372053
938	86020	372021
939	86127	371995
940	86169	371689
941	86248	371546
942	86365	371565
943	86451	371447
944	86553	371399
945	86649	371330
946	86774	371378
947	86901	371437
948	86999	371376
949	87105	371342
950	87256	371506
951	87491	372020
952	87623	372101
953	87771	372248
954	87869	372178
955	87905	371850
956	87973	371657
957	88067	371574
958	88148	371438
959	88249	371383
960	88334	371260
961	88416	371127
962	88502	371013
963	88579	370859
964	88721	370974
965	88812	370880
966	88904	370786
967	89061	370965
968	89186	371010
969	89365	371282
970	89479	371279
971	89750	371928
972	89882	371999
973	89986	371955
974	90133	372091
975	90248	372091
976	90356	372063
977	90461	372022
978	90557	371942
979	90678	371968
980	90778	371906
981	90878	371841
982	91009	371906
983	91093	371778
984	91224	371842
985	91318	371755
986	91434	371759
987	91529	371678
988	91606	371520
989	91727	371541
990	91808	371403
991	91928	371421
992	92008	371278
993	92094	371156
994	92187	371065
995	92274	370951
996	92356	370816
997	92557	371159
998	92651	371071
999	92777	371110
1000	92885	371079
1001	92983	371007
1002	93109	371046
1003	93221	371028
1004	93389	371234
1005	93495	371195
1006	93654	371364
1007	93742	371251
1008	93832	371144
1009	93942	371119
1010	94051	371090
1011	94156	371043
1012	94267	371020
1013	94322	370780
1014	94423	370717
1015	94516	370625
1016	94625	370594
1017	94708	370459
1018	94809	370400
1019	94898	370288
1020	95014	370287
1021	95121	370248
1022	95399	370872
1023	95558	371034
1024	95716	371193
1025	95841	371223
1026	96015	371439
1027	96143	371479
1028	96268	371508
1029	96387	371513
1030	96604	371894
1031	96687	371757
1032	96803	371751
1033	96917	371735
1034	97019	371674
1035	97102	371538
1036	97203	371473
1037	97318	371461
1038	97415	371377
1039	97520	371327
1040	97616	371241
1041	97756	371323
1042	97896	371406
1043	98015	371407
1044	98137	371418
1045	98333	371710
1046	98447	371693
1047	98550	371634
1048	98630	371487
1049	98711	371341
1050	98810	371268
1051	98912	371202
1052	98997	371077
1053	99148	371194
1054	99250	371129
1055	99322	370956
1056	99395	370780
1057	99483	370667
1058	99590	370618
1059	99699	370582
1060	99777	370427
1061	99816	370130
1062	99909	370031
1063	99995	369909
1064	100108	369886
1065	100211	369823
1066	100337	369847
1067	100466	369883
1068	100588	369889
1069	100710	369901
1070	100808	369820
1071	100899	369712
1072	101046	369814
1073	101142	369726
1074	101223	369581
1075	101322	369507
1076	101414	369404
1077	101566	369521
1078	101673	369472
1079	101784	369438
1080	101879	369348
1081	102091	369680
1082	102219	369706
1083	102328	369667
1084	102469	369738
1085	102588	369732
1086	102677	369618
1087	102766	369505
1088	102846	369357
1089	102939	369258
1090	103030	369153
1091	103103	368980
1092	103199	368892
1093	103279	368747
1094	103359	368600
1095	103444	368474
1096	103546	368406
1097	103707	368550
1098	103815	368500
1099	103911	368412
1100	103998	368292
1101	104082	368160
1102	104174	368059
1103	104303	368085
1104	104392	367970
1105	104486	367875
1106	104551	367678
1107	104662	367639
1108	104757	367548
1109	104877	367542
1110	105076	367813
1111	105179	367749
1112	105248	367565
1113	105298	367316
1114	105391	367215
1115	105622	367596
1116	105696	367429
1117	105752	367200
1118	105838	367076
1119	105902	366877
1120	105996	366778
1121	106074	366628
1122	106144	366449
1123	106235	366343
1124	106321	366217
1125	106418	366132
1126	106517	366053
1127	106592	365891
1128	106666	365727
1129	106797	365759
1130	106886	365644
1131	106964	365492
1132	107064	365418
1133	107155	365309
1134	107221	365121
1135	107335	365093
1136	107473	365144
1137	107571	365061
1138	107657	364939
1139	107772	364914
1140	107898	364924
1141	107993	364831
1142	108083	364724
1143	108170	364601
1144	108226	364379
1145	108348	364376
1146	108454	364320
1147	108581	364334
1148	108713	364365
1149	108847	364402
1150	108960	364370
1151	109062	364300
1152	109158	364209
1153	109295	364255
1154	109404	364208
1155	109537	364241
1156	109647	364197
1157	109721	364034
1158	109816	363937
1159	109900	363807
1160	110033	363838
1161	110168	363877
1162	110258	363768
1163	110339	363627
1164	110427	363509
1165	110499	363338
1166	110628	363359
1167	110732	363294
1168	110863	363317
1169	110949	363194
1170	111062	363159
1171	111198	363198
1172	111292	363100
1173	111415	363098
1174	111549	363129
1175	111650	363052
1176	111770	363040
1177	111871	362965
1178	111983	362925
1179	112062	362777
1180	112171	362729
1181	112272	362653
1182	112360	362534
1183	112522	362657
1184	112636	362624
1185	112719	362490
1186	112818	362407
1187	112888	362231
1188	112977	362117
1189	113118	362169
1190	113240	362160
1191	113376	362197
1192	113484	362141
1193	113597	362103
1194	113692	362006
1195	113805	361969
1196	113885	361825
1197	114002	361799
1198	114103	361724
1199	114209	361664
1200	114332	361655
1201	114465	361679
1202	114603	361718
1203	114720	361692
1204	114804	361561
1205	114903	361479
1206	114984	361339
1207	115076	361234
1208	115176	361152
1209	115269	361049
1210	115336	360865
1211	115435	360783
1212	115515	360641
1213	115644	360651
1214	115708	360459
1215	115799	360348
1216	115885	360225
1217	116143	360637
1218	116283	360679
1219	116404	360663
1220	116507	360591
1221	116627	360572
1222	116729	360495
1223	116856	360498
1224	116966	360448
1225	117072	360384
1226	117205	360405
1227	117298	360299
1228	117423	360294
1229	117519	360202
1230	117627	360145
1231	117750	360133
1232	117856	360069
1233	117968	360023
1234	118071	359952
1235	118156	359822
1236	118241	359695
1237	118342	359617
1238	118424	359480
1239	118502	359330
1240	118579	359177
1241	118670	359068
1242	118754	358939
1243	118837	358804
1244	118932	358707
1245	119067	358730
1246	119168	358651
1247	119398	358960
1248	119551	359037
1249	119686	359058
1250	119802	359024
1251	119934	359035
1252	120068	359054
1253	120203	359076
1254	120324	359055
1255	120464	359091
1256	120668	359317
1257	120830	359419
1258	120979	359478
1259	121059	359336
1260	121146	359212
1261	121266	359186
1262	121405	359217
1263	121589	359382
1264	121731	359420
1265	121884	359492
1266	122013	359492
1267	122352	360109
1268	122474	360089
1269	122607	360100
1270	122708	360016
1271	122885	360153
1272	123024	360183
1273	123129	360110
1274	123255	360099
1275	123380	360086
1276	123518	360108
1277	123737	360369
1278	123907	360484
1279	124097	360657
1280	124236	360682
1281	124376	360710
1282	124512	360725
1283	124646	360737
1284	124804	360816
1285	124924	360786
1286	125073	360838
1287	125222	360889
1288	125588	361567
1289	125784	361752
1290	125954	361863
1291	126105	361918
1292	126375	362314
1293	126642	362702
1294	126783	362729
1295	126948	362820
1296	127118	362928
1297	127279	363012
1298	127489	363233
1299	127664	363352
1300	127779	363301
1301	127900	363267
1302	128068	363367
1303	128464	364115
1304	128597	364113
1305	128691	364000
1306	128801	363935
1307	128947	363970
1308	129083	363977
1309	129214	363971
1310	129364	364017
1311	129486	363984
1312	129602	363933
1313	129711	363863
1314	129805	363750
1315	129936	363743
1316	130054	363697
1317	130162	363624
1318	130272	363558
1319	130373	363464
1320	130475	363376
1321	130571	363269
1322	130657	363135
1323	130731	362967
1324	130802	362791
1325	130922	362753
1326	131036	362696
1327	131193	362757
1328	131291	362656
1329	131429	362666
1330	131604	362777
1331	131821	363004
1332	132150	363536
1333	132299	363575
1334	132471	363675
1335	132636	363757
1336	132740	363671
1337	132839	363570
1338	132937	363468
1339	133035	363366
1340	133132	363258
1341	133205	363088
1342	133281	362925
1343	133379	362822
1344	133485	362743
1345	133589	362656
1346	133672	362513
1347	133773	362418
1348	133848	362252
1349	133940	362135
1350	134012	361962
1351	134098	361828
1352	134200	361737
1353	134300	361639
1354	134380	361488
1355	134466	361352
1356	134546	361204
1357	134628	361059
1358	134731	360969
1359	134864	360962
1360	134943	360807
1361	135047	360722
1362	135134	360589
1363	135212	360434
1364	135302	360310
1365	135428	360283
1366	135526	360179
1367	135618	360062
1368	135723	359978
1369	135808	359842
1370	135908	359745
1371	135977	359566
1372	136058	359420
1373	136165	359341
1374	136247	359197
1375	136343	359089
1376	136432	358966
1377	136508	358804
1378	136588	358656
1379	136699	358587
1380	136794	358478
1381	136888	358367
1382	137008	358321
1383	137150	358336
1384	137286	358332
1385	137442	358381
1386	137588	358404
1387	137687	358303
1388	137812	358272
1389	137921	358197
1390	138029	358123
1391	138277	358409
1392	138389	358342
1393	138477	358214
1394	138556	358062
1395	138649	357946
1396	138731	357801
1397	138818	357672
1398	138914	357562
1399	139001	357431
1400	139107	357350
1401	139199	357232
1402	139340	357239
1403	139484	357256
1404	139582	357151
1405	139664	357008
1406	139763	356907
1407	139837	356744
1408	139908	356572
1409	139994	356440
1410	140088	356326
1411	140172	356188
1412	140253	356043
1413	140375	356001
1414	140450	355841
1415	140537	355710
1416	140629	355592
1417	140714	355457
1418	140810	355351
1419	140884	355186
1420	140956	355019
1421	141054	354918
1422	141157	354827
1423	141290	354814
1424	141390	354716
1425	141478	354589
1426	141556	354435
1427	141644	354309
1428	141724	354161
1429	141818	354050
1430	141887	353876
1431	141963	353719
1432	142072	353643
1433	142153	353499
1434	142242	353376
1435	142339	353270
1436	142423	353133
1437	142514	353014
1438	142600	352883
1439	142673	352721
1440	142750	352567
1441	142838	352440
1442	142960	352399
1443	143044	352262
1444	143126	352120
1445	143212	351988
1446	143284	351824
1447	143415	351803
1448	143487	351637
1449	143597	351565
1450	143696	351467
1451	143764	351292
1452	143847	351153
1453	143941	351041
1454	144048	350963
1455	144151	350873
1456	144240	350751
1457	144326	350620
1458	144403	350467
1459	144490	350339
1460	144584	350228
1461	144704	350180
1462	144786	350040
1463	144917	350018
1464	145011	349907
1465	145120	349832
1466	145198	349683
1467	145327	349657
1468	145432	349572
1469	145529	349468
1470	145632	349380
1471	145714	349240
1472	145790	349086
1473	145863	348923
1474	145945	348784
1475	146049	348698
1476	146123	348540
1477	146192	348368
1478	146294	348278
1479	146407	348213
1480	146470	348028
1481	146566	347922
1482	146638	347759
1483	146709	347595
1484	146778	347424
1485	146861	347289
1486	146906	347063
1487	146987	346921
1488	147054	346748
1489	147156	346657
1490	147225	346488
1491	147326	346396
1492	147467	346396
1493	147573	346313
1494	147686	346247
1495	147791	346164
1496	147907	346104
1497	148000	345992
1498	148097	345891
1499	148191	345779
1500	148288	345677
1501	148378	345558
1502	148484	345476
1503	148594	345402
1504	148725	345379
1505	148851	345343
1506	148960	345267
1507	149100	345265
1508	149352	345520
1509	149475	345477
1510	149545	345311
1511	149631	345181
1512	149703	345021
1513	149809	344938
1514	149890	344797
1515	149985	344689
1516	150057	344528
1517	150146	344407
1518	150248	344316
1519	150349	344221
1520	150444	344113
1521	150538	344003
1522	150629	343885
1523	150724	343778
1524	150807	343643
1525	150924	343585
1526	151002	343438
1527	151081	343294
1528	151176	343186
1529	151265	343067
1530	151409	343069
1531	151496	342944
1532	151593	342841
1533	151676	342705
1534	151756	342563
1535	151850	342454
1536	151951	342360
1537	152043	342246
1538	152126	342111
1539	152204	341965
1540	152289	341835
1541	152354	341661
1542	152441	341537
1543	152533	341421
1544	152611	341276
1545	152732	341227
1546	152818	341100
1547	152940	341054
1548	153030	340934
1549	153158	340900
1550	153248	340781
1551	153383	340765
1552	153481	340664
1553	153572	340546
1554	153676	340459
1555	153757	340320
1556	153866	340244
1557	153986	340193
1558	154080	340084
1559	154161	339945
1560	154248	339821
1561	154355	339739
1562	154488	339715
1563	154586	339616
1564	154655	339451
1565	154766	339378
1566	154872	339295
1567	154977	339209
1568	155054	339065
1569	155130	338916
1570	155224	338806
1571	155332	338727
1572	155427	338621
1573	155499	338463
1574	155581	338328
1575	155657	338180
1576	155737	338039
1577	155828	337925
1578	155900	337768
1579	156001	337674
1580	156078	337529
1581	156173	337422
1582	156246	337267
1583	156321	337117
1584	156427	337034
1585	156508	336897
1586	156575	336731
1587	156649	336578
1588	156749	336483
1589	156859	336409
1590	156986	336372
1591	157071	336243
1592	157179	336164
1593	157291	336093
1594	157390	335997
1595	157477	335872
1596	157581	335785
1597	157663	335650
1598	157751	335529
1599	157826	335380
1600	157938	335311
1601	158053	335247
1602	158160	335166
1603	158296	335145
1604	158373	335002
1605	158429	334813
1606	158507	334670
1607	158594	334548
1608	158686	334434
1609	158777	334320
1610	158867	334203
1611	158959	334090
1612	159043	333961
1613	159137	333853
1614	159212	333704
1615	159321	333628
1616	159398	333484
1617	159471	333333
1618	159575	333245
1619	159667	333133
1620	159767	333038
1621	159845	332895
1622	159949	332809
1623	160017	332647
1624	160091	332498
1625	160173	332365
1626	160243	332208
1627	160336	332097
1628	160423	331975
1629	160499	331830
1630	160577	331689
1631	160677	331593
1632	160767	331479
1633	160843	331333
1634	160938	331227
1635	161016	331088
1636	161084	330926
1637	161181	330825
1638	161285	330737
1639	161374	330621
1640	161466	330509
1641	161554	330389
1642	161625	330235
1643	161700	330090
1644	161781	329955
1645	161890	329879
1646	161993	329790
1647	162085	329677
1648	162157	329527
1649	162242	329401
1650	162323	329267
1651	162423	329173
1652	162512	329055
1653	162594	328925
1654	162693	328826
1655	162776	328699
1656	162855	328561
1657	162942	328439
1658	163023	328306
1659	163108	328182
1660	163218	328108
1661	163328	328031
1662	163426	327934
1663	163509	327805
