iter	RMSE
173	0.808824461
174	0.8087667839
175	0.8087227668
176	0.8086638747
177	0.8085923988
178	0.8084252969
179	0.8082949831
180	0.8082377191
181	0.8081592774
182	0.808104399
183	0.8080625694
184	0.8079402363
185	0.8078779485
186	0.807809079
187	0.8077567598
188	0.8077066447
189	0.8076594548
190	0.8075488659
191	0.8075288047
192	0.8074672381
193	0.8074218717
194	0.8072923948
195	0.8072394487
196	0.8071095695
197	0.8069381491
198	0.8067356187
199	0.8066859356
200	0.8066523735
201	0.8064744284
202	0.8062861762
203	0.806256574
204	0.8060931644
205	0.8059606272
206	0.8059118691
207	0.8057870387
208	0.8057375023
209	0.8056112926
210	0.8055721416
211	0.805501206
212	0.8053117005
213	0.8051762226
214	0.8051161712
215	0.8049345272
216	0.8048285796
217	0.8047876143
218	0.8047555833
219	0.804704873
220	0.8045356375
221	0.8044767284
222	0.8044484184
223	0.8043179641
224	0.8041607715
225	0.8040533601
226	0.8039195273
227	0.8038723263
228	0.8037507004
229	0.8036386843
230	0.8036050605
231	0.8035134746
232	0.803464688
233	0.8033056543
234	0.8031804212
235	0.8030078534
236	0.8028468067
237	0.8027219804
238	0.802565515
239	0.8024119268
240	0.8023792164
241	0.8022731783
242	0.802116105
243	0.8020735546
244	0.802050019
245	0.801898293
246	0.8018427412
247	0.8017880261
248	0.8016967123
249	0.8016527784
250	0.8014947396
251	0.8014947351
252	0.8014525804
253	0.8013304276
254	0.8011936802
255	0.8011203225
256	0.8010087496
257	0.8009231787
258	0.8008129244
259	0.8007307634
260	0.8006235109
261	0.8004626707
262	0.8004155093
263	0.8002752144
264	0.8002384023
265	0.800100593
266	0.8000611722
267	0.8000292584
268	0.7999869086
269	0.7998447488
270	0.7998052709
271	0.7997785125
272	0.7996837558
273	0.7996488003
274	0.7995725697
275	0.7994902789
276	0.7994520717
277	0.7994186766
278	0.7992902164
279	0.7992461483
280	0.7992461482
281	0.7991499032
282	0.7990752738
283	0.7990248053
284	0.7990247767
285	0.7989113549
286	0.7987644011
287	0.7986647076
288	0.7986263128
289	0.7985916464
290	0.7985597192
291	0.7985263783
292	0.7984733035
293	0.7984389705
294	0.7983536187
295	0.7983094517
296	0.7982227662
297	0.7981984373
298	0.7981292549
299	0.7980158388
300	0.7978907971
301	0.7978480953
302	0.7978102197
303	0.7977778054
304	0.7976759779
305	0.7976571514
306	0.7976355846
307	0.7975102804
308	0.7973936331
309	0.7973187963
310	0.7972452743
311	0.7971457844
312	0.797067283
313	0.7970246309
314	0.7969342499
315	0.7969342499
316	0.796894125
317	0.796859125
318	0.7968003635
319	0.7967776604
320	0.796715781
321	0.7966825748
322	0.7966000277
323	0.7965778641
324	0.7965513987
325	0.7965513704
326	0.7964699392
327	0.7963540901
328	0.7962524762
329	0.7962129288
330	0.7960880652
331	0.796041877
332	0.7960054602
333	0.7959524743
334	0.7958571195
335	0.7958325494
336	0.7958053133
337	0.7957793007
338	0.7957019925
339	0.7955925758
340	0.7955623567
341	0.7954688753
342	0.7953665201
343	0.7952531348
344	0.795253107
345	0.7952224428
346	0.7951941813
347	0.7951446101
348	0.7951087754
349	0.7950158975
350	0.7949450888
351	0.7948387941
352	0.7947563104
353	0.7946792162
354	0.7946099184
355	0.7945905034
356	0.7945425668
357	0.7944768391
358	0.7944768391
359	0.7944070234
360	0.794344297
361	0.7942952496
362	0.7941889893
363	0.7941717041
364	0.7940833499
365	0.7940824286
366	0.7940611213
367	0.7940379392
368	0.7939442685
369	0.7938794076
370	0.7938001137
371	0.7937244862
372	0.7936450757
373	0.7935673512
374	0.7935034314
375	0.7934464316
376	0.7934155222
377	0.793353686
378	0.7933536583
379	0.7933287027
380	0.7933203779
381	0.7932436432
382	0.7931721362
383	0.7931564944
384	0.7931235836
385	0.793094705
386	0.7930845362
387	0.7930433323
388	0.7929394302
389	0.7929324321
390	0.7929324321
391	0.792873219
392	0.7928526383
393	0.7928526105
394	0.7928353175
395	0.7928015565
396	0.7927383104
397	0.7926707188
398	0.7926140801
399	0.7925565572
400	0.7924870215
401	0.7924095426
402	0.7923923793
403	0.7923297764
404	0.7922781392
405	0.7922521416
406	0.7922434643
407	0.7921810402
408	0.7921538532
409	0.7921332069
410	0.7921332069
411	0.7921077937
412	0.7920347347
413	0.7919819635
414	0.7919124452
415	0.7918654578
416	0.7918523437
417	0.7918199859
418	0.7917699568
419	0.7917514175
420	0.7917238467
421	0.7917100341
422	0.7916589097
423	0.7916118647
424	0.791579079
425	0.791579079
426	0.7915378099
427	0.7914548743
428	0.7914080831
429	0.7913759089
430	0.7913252109
431	0.791261049
432	0.7911933761
433	0.7911319687
434	0.7910871004
435	0.7910698462
436	0.7910698462
437	0.7910362475
438	0.7910172515
439	0.7909548865
440	0.7908983264
441	0.7908831877
442	0.7908755041
443	0.7908287069
444	0.7907636494
445	0.7907117732
446	0.7907007342
447	0.7906690974
448	0.790632424
449	0.7906085615
450	0.7905962517
451	0.7905902803
452	0.7905726458
453	0.7905499973
454	0.7905369252
455	0.7905244392
456	0.7904711107
457	0.790418951
458	0.7904069725
459	0.7903738087
460	0.790334216
461	0.7903041484
462	0.7902559939
463	0.790214411
464	0.7901690303
465	0.7901301186
466	0.7900867086
467	0.7900295031
468	0.7899665565
469	0.7899258874
470	0.7898600954
471	0.7898236007
472	0.7897692225
473	0.7897364665
474	0.7896930044
475	0.7896741263
476	0.7896444309
477	0.7896246796
478	0.7895759184
479	0.7895600213
480	0.7895342084
481	0.7894941402
482	0.7894314877
483	0.7894251945
484	0.7894056928
485	0.7893653048
486	0.7893534908
487	0.7893221282
488	0.7892827369
489	0.7892253209
490	0.789194781
491	0.7891803743
492	0.7891599431
493	0.7891294877
494	0.7890961327
495	0.789051598
496	0.7890333729
497	0.7890207969
498	0.788964776
499	0.7889288902
500	0.7889288902
501	0.7889185654
502	0.7889185654
503	0.788892074
504	0.7888370537
505	0.7887954607
506	0.7887187303
507	0.7886875542
508	0.7886451664
509	0.7886024234
510	0.7885599328
511	0.7885526553
512	0.7885526553
513	0.788510991
514	0.7884630237
515	0.7884351073
516	0.7883857907
517	0.7883446208
518	0.7882982906
519	0.7882648523
520	0.7882245864
521	0.7882168048
522	0.7881924903
523	0.7881784393
524	0.7881341355
525	0.7881152883
526	0.788076943
527	0.7880082754
528	0.7879963675
529	0.7879648002
530	0.7879365548
531	0.787918008
532	0.7878862572
533	0.7878493413
534	0.7878456077
535	0.7878107788
536	0.7877821888
537	0.787756718
538	0.7877381596
539	0.7877178987
540	0.7876939882
541	0.7876521987
542	0.7876470101
543	0.7876306996
544	0.7875999227
545	0.7875847657
546	0.7875812778
547	0.787555229
548	0.7875176397
549	0.7875021876
550	0.7874902785
551	0.7874853574
552	0.7874667448
553	0.7874618885
554	0.7874454971
555	0.787432186
556	0.7873924553
557	0.787345028
558	0.7873244693
559	0.7873244635
560	0.7873150407
561	0.7873137518
562	0.7873078503
563	0.7872684761
564	0.7872506982
565	0.7872395504
566	0.7872378759
567	0.7872307621
568	0.7872061369
569	0.787187077
570	0.7871415461
571	0.7871338662
572	0.7871022988
573	0.7870624192
574	0.7870467004
575	0.7870162111
576	0.7869758434
577	0.7869578054
578	0.7869448514
579	0.7869180976
580	0.7869110036
581	0.786867631
582	0.7868233281
583	0.7868087511
584	0.7867766935
585	0.7867595402
586	0.786754203
587	0.7867422057
588	0.7867113261
589	0.7866763193
590	0.7866513822
591	0.7866270155
592	0.7866244143
593	0.7866170955
594	0.7866082446
595	0.7865621311
596	0.7865601698
597	0.7865341924
598	0.786501295
599	0.786471667
600	0.7864662391
601	0.7864410382
602	0.7864231976
603	0.7864206552
604	0.7863953231
605	0.7863595341
606	0.7863458122
607	0.786309632
608	0.7862943564
609	0.7862812144
610	0.7862420317
611	0.7862289137
612	0.7861847711
613	0.7861430455
614	0.7861335851
615	0.7861153646
616	0.786111014
617	0.7860945124
618	0.7860625271
619	0.7860514759
620	0.7860493814
621	0.7860428543
622	0.7860152479
623	0.7860090022
624	0.7860013999
625	0.7859892363
626	0.78596229
627	0.7859323429
628	0.7859318793
629	0.7858972396
630	0.7858761319
631	0.7858488789
632	0.785820084
633	0.7857927031
634	0.7857521475
635	0.7857239806
636	0.7856915966
637	0.7856457731
638	0.78562309
639	0.7856048286
640	0.7855862309
641	0.7855748228
642	0.7855533486
643	0.7855317915
644	0.7855063604
645	0.7855063604
646	0.7854957371
647	0.7854565198
648	0.7854539246
649	0.785438093
650	0.7854076062
651	0.7853949935
652	0.7853612455
653	0.7853409572
654	0.7853213284
655	0.7853051461
656	0.785277265
657	0.7852761254
658	0.7852706702
659	0.7852461544
660	0.7852343294
661	0.7852021168
662	0.7851968214
663	0.7851713579
664	0.7851669425
665	0.7851505297
666	0.7851504993
667	0.7851389317
668	0.785113904
669	0.7850945938
670	0.7850893012
671	0.7850821027
672	0.7850679278
673	0.7850357867
674	0.7850295877
675	0.7850009643
676	0.7850006405
677	0.7849730453
678	0.784960439
679	0.7849462216
680	0.7849092923
681	0.7848813755
682	0.7848787578
683	0.7848742165
684	0.784835779
685	0.7847846839
686	0.7847541877
687	0.7847487152
688	0.7847297503
689	0.7847195758
690	0.7847177505
691	0.7847098637
692	0.7846897057
693	0.784680976
694	0.7846617063
695	0.7846570803
696	0.7846457879
697	0.7846457862
698	0.78463866
699	0.7846252062
700	0.7846159294
701	0.7846144051
702	0.7845992437
703	0.7845992361
704	0.7845992361
705	0.7845945329
706	0.7845808441
707	0.7845789065
708	0.7845576166
709	0.7845478827
710	0.7845378639
711	0.7845072846
712	0.7844837926
713	0.7844837925
714	0.784480374
715	0.7844686751
716	0.7844686452
717	0.7844673758
718	0.7844346903
719	0.7844119207
720	0.7843685439
721	0.7843412151
722	0.7843145655
723	0.7842838525
724	0.7842691114
725	0.7842370595
726	0.7842216831
727	0.7842098482
728	0.7841935865
729	0.7841935847
730	0.7841610518
731	0.7841598397
732	0.7841368919
733	0.7841190382
734	0.7841074447
735	0.7841074447
736	0.7840995457
737	0.7840931262
738	0.7840810991
739	0.7840693819
740	0.7840636383
741	0.7840276343
742	0.783999647
743	0.7839929881
744	0.7839609191
745	0.7839579113
746	0.7839424087
747	0.7839343824
748	0.7838967978
749	0.7838797022
750	0.7838668785
751	0.7838530229
752	0.7838530211
753	0.7838214865
754	0.7838190741
755	0.7838133652
756	0.7838133592
757	0.7837871822
758	0.7837795921
759	0.7837795921
760	0.7837581958
761	0.7837536518
762	0.7837290183
763	0.7837176332
764	0.7837138612
765	0.7836991864
766	0.7836871671
767	0.7836557623
768	0.7836400939
769	0.7836284117
770	0.7836136202
771	0.7836110984
772	0.7835913012
773	0.7835799792
774	0.7835584354
775	0.7835356971
776	0.783508742
777	0.7835086853
778	0.7834814401
779	0.7834515437
780	0.7834515423
781	0.7834515113
782	0.783433872
783	0.7834142591
784	0.783400041
785	0.7833957216
786	0.7833843326
787	0.783377545
788	0.7833627357
789	0.7833566608
790	0.783348783
791	0.7833402246
792	0.7833343368
793	0.7833258694
794	0.7833182097
795	0.7833150294
796	0.783312467
797	0.7832884486
798	0.7832656292
799	0.7832612205
800	0.783249913
801	0.7832492499
802	0.7832442944
803	0.7832354983
804	0.7832256999
805	0.7831940323
806	0.7831882068
807	0.7831634167
808	0.7831540937
809	0.7831426123
810	0.7831389518
811	0.7831243411
812	0.7831119216
813	0.7831084243
814	0.7830842459
815	0.783064348
816	0.7830580187
817	0.78305044
818	0.7830454166
819	0.7830249361
820	0.7829966584
821	0.7829723883
822	0.7829600159
823	0.7829599174
824	0.7829461436
825	0.782928717
826	0.7829170941
827	0.7829032816
828	0.7828899709
829	0.7828820338
830	0.7828772884
831	0.7828637705
832	0.7828437072
833	0.782830631
834	0.7828141706
835	0.7828113755
836	0.782798554
837	0.7827942173
838	0.7827827772
839	0.7827677115
840	0.7827478872
841	0.7827398721
842	0.7827393424
843	0.7827236011
844	0.7826990922
845	0.7826990626
846	0.7826880049
847	0.7826780974
848	0.782660679
849	0.7826326819
850	0.7826291357
851	0.7826217459
852	0.7826080946
853	0.7826007765
854	0.7825885292
855	0.7825797485
856	0.7825781831
857	0.782553131
858	0.7825379077
859	0.7825350179
860	0.7825297121
861	0.7825248891
862	0.7825089571
863	0.7824792194
864	0.7824791913
865	0.7824743786
866	0.7824523084
867	0.7824506153
868	0.7824246568
869	0.7823933816
870	0.7823846536
871	0.7823795602
872	0.7823525913
873	0.7823447932
874	0.7823327079
875	0.7823280213
876	0.7823097155
877	0.782290162
878	0.782279438
879	0.7822566166
880	0.7822481653
881	0.7822333992
882	0.7822294448
883	0.7822172772
884	0.7822168225
885	0.78219713
886	0.7821725509
887	0.7821636391
888	0.7821462636
889	0.7821375098
890	0.78211912
891	0.7821083412
892	0.7820910773
893	0.7820834926
894	0.782052288
895	0.7820452541
896	0.782034939
897	0.7820349374
898	0.7820137927
899	0.7819882005
900	0.7819798652
901	0.7819798637
902	0.7819581192
903	0.7819574439
904	0.7819482474
905	0.7819311767
906	0.781922392
907	0.7819116297
908	0.7819031789
909	0.7818981449
910	0.7818854059
911	0.7818853491
912	0.7818712476
913	0.7818351459
914	0.7818272501
915	0.781812167
916	0.7818095367
917	0.7817908695
918	0.7817868424
919	0.7817742064
920	0.7817613513
921	0.7817490866
922	0.781746386
923	0.7817328184
924	0.7817248177
925	0.7817200632
926	0.7817111804
927	0.7817111548
928	0.7816987411
929	0.7816789064
930	0.7816685022
931	0.7816586336
932	0.7816375548
933	0.7816375548
934	0.7816359265
935	0.7816286052
936	0.7816189955
937	0.7816007256
938	0.7815963381
939	0.7815916796
940	0.7815916796
941	0.7815816893
942	0.7815713966
943	0.7815645274
944	0.781544917
945	0.7815398502
946	0.7815398252
947	0.7815170734
948	0.7815126643
949	0.781511133
950	0.7815107099
951	0.7814998956
952	0.7814997151
953	0.7814995083
954	0.7814909104
955	0.7814909088
956	0.7814908616
957	0.7814808332
958	0.7814655791
959	0.7814526634
960	0.7814333782
961	0.7814107547
962	0.781385661
963	0.7813594823
964	0.7813509733
965	0.7813338396
966	0.7813247725
967	0.7813085094
968	0.7813069789
969	0.7812894884
970	0.7812855877
971	0.7812623154
972	0.7812622911
973	0.7812589956
974	0.781249504
975	0.7812445016
976	0.7812296392
977	0.7812106675
978	0.7812006632
979	0.7811837601
980	0.7811828575
981	0.7811767706
982	0.7811562518
983	0.7811562276
984	0.781140653
985	0.7811354102
986	0.7811148655
987	0.7811001067
988	0.781082847
989	0.7810715117
990	0.7810463886
991	0.781033189
992	0.7810325438
993	0.7810321611
994	0.7810278368
995	0.7810167604
996	0.7810148034
997	0.7810144843
998	0.7810057717
999	0.7809918568
1000	0.780981449
1001	0.7809745132
1002	0.7809721742
1003	0.7809694992
1004	0.7809538359
1005	0.7809471687
1006	0.7809309493
1007	0.7809233698
1008	0.7809063355
1009	0.7808973424
1010	0.780878314
1011	0.780871445
1012	0.7808697104
1013	0.780869709
1014	0.7808435201
1015	0.7808285315
1016	0.780828205
1017	0.7808008639
1018	0.780792677
1019	0.7807697637
1020	0.7807662114
1021	0.7807463758
1022	0.7807463164
1023	0.7807434338
1024	0.7807232296
1025	0.7807077727
1026	0.7806961984
1027	0.7806845446
1028	0.7806747924
1029	0.780656741
1030	0.7806471945
1031	0.7806471267
1032	0.7806389254
1033	0.7806288837
1034	0.7806288229
1035	0.780622866
1036	0.7806043714
1037	0.78059531
1038	0.7805738656
1039	0.7805600292
1040	0.7805599638
1041	0.7805520966
1042	0.7805416998
1043	0.7805416315
1044	0.7805416092
1045	0.7805350751
1046	0.7805144159
1047	0.7805000825
1048	0.7804998599
1049	0.7804771184
1050	0.7804689435
1051	0.7804574381
1052	0.780445931
1053	0.7804358634
1054	0.7804315701
1055	0.7804290644
1056	0.7804125261
1057	0.7803935223
1058	0.7803834248
1059	0.7803661162
1060	0.7803503655
1061	0.780350364
1062	0.7803415878
1063	0.7803414494
1064	0.7803344252
1065	0.7803316577
1066	0.7803152688
1067	0.7803052148
1068	0.7802962468
1069	0.7802850038
1070	0.7802792277
1071	0.7802791779
1072	0.7802691821
1073	0.7802594314
1074	0.7802477575
1075	0.7802373218
1076	0.7802285808
1077	0.7802233876
1078	0.7802044772
1079	0.7802044512
1080	0.7801998725
1081	0.7801998525
1082	0.7801873384
1083	0.7801655377
1084	0.7801553158
1085	0.7801454043
1086	0.7801349914
1087	0.7801202491
1088	0.7801006661
1089	0.7800876667
1090	0.7800719157
1091	0.7800718752
1092	0.780070983
1093	0.7800534063
1094	0.7800223707
1095	0.7800181721
1096	0.7799916759
1097	0.779982266
1098	0.7799822255
1099	0.7799676477
1100	0.7799578388
1101	0.7799386299
1102	0.7799280358
1103	0.7799095891
1104	0.7799095692
1105	0.7799095289
1106	0.7799094889
1107	0.7798993937
1108	0.7798985429
1109	0.7798933062
1110	0.7798855978
1111	0.7798701408
1112	0.7798633878
1113	0.7798633862
1114	0.7798551819
1115	0.7798364307
1116	0.7798363909
1117	0.7798363513
1118	0.7798263881
1119	0.7798263635
1120	0.7798262236
1121	0.7798128782
1122	0.7798046933
1123	0.7798046543
1124	0.779781481
1125	0.7797757373
1126	0.7797540599
1127	0.7797540266
1128	0.779751312
1129	0.7797408733
1130	0.7797329515
1131	0.7797211861
1132	0.7797211479
1133	0.77971922
1134	0.7797186478
1135	0.7796996721
1136	0.7796811237
1137	0.7796810861
1138	0.7796619582
1139	0.7796539691
1140	0.7796413761
1141	0.7796232141
1142	0.7796106391
1143	0.7796043077
1144	0.779604306
1145	0.7795934729
1146	0.7795750679
1147	0.7795637005
1148	0.7795450336
1149	0.7795449963
1150	0.7795178142
1151	0.7795083897
1152	0.7794897349
1153	0.7794705435
1154	0.779460468
1155	0.7794419742
1156	0.7794353899
1157	0.7794353527
1158	0.7794221871
1159	0.7794169024
1160	0.7794053214
1161	0.7793873986
1162	0.7793713851
1163	0.7793713202
1164	0.7793713
1165	0.7793712631
1166	0.7793628003
1167	0.7793464638
1168	0.7793313758
1169	0.7793264591
1170	0.7793181504
1171	0.7793064893
1172	0.7793063798
1173	0.7793063437
1174	0.7792800732
1175	0.7792698265
1176	0.7792556213
1177	0.7792555855
1178	0.7792398432
1179	0.7792398076
1180	0.779230145
1181	0.7792136985
1182	0.7792136478
1183	0.7792015237
1184	0.7791814021
1185	0.7791813849
1186	0.779176563
1187	0.7791765276
1188	0.7791719149
1189	0.7791673673
1190	0.7791547295
1191	0.7791451513
1192	0.7791369985
1193	0.7791369633
1194	0.7791268632
1195	0.7791268281
1196	0.7791267932
1197	0.7791143219
1198	0.7791058364
1199	0.7791058018
1200	0.7790903446
1201	0.7790739592
1202	0.7790739247
1203	0.7790738904
1204	0.7790738563
1205	0.7790732102
1206	0.7790654062
1207	0.779065388
1208	0.7790626875
1209	0.77905828
1210	0.7790582459
1211	0.7790581817
1212	0.7790486828
1213	0.7790317522
1214	0.7790317186
1215	0.7790289968
1216	0.7790132318
1217	0.7790005007
1218	0.7789890384
1219	0.7789863328
1220	0.7789863145
1221	0.7789794666
1222	0.7789793023
1223	0.7789714131
1224	0.7789688292
1225	0.7789687964
1226	0.778957505
1227	0.7789468509
1228	0.7789423246
1229	0.7789422919
1230	0.7789419248
1231	0.7789254701
1232	0.7789136403
1233	0.7789049177
1234	0.7788992247
1235	0.7788896337
1236	0.7788803499
1237	0.7788797681
1238	0.7788707066
1239	0.778856641
1240	0.778856608
1241	0.7788379668
1242	0.7788379341
1243	0.7788219841
1244	0.7788099591
1245	0.7788047688
1246	0.7787915161
1247	0.7787797536
1248	0.778773464
1249	0.7787673704
1250	0.7787515576
1251	0.7787446399
1252	0.7787246053
1253	0.7787245724
1254	0.7787164702
1255	0.7787164375
1256	0.7786965951
1257	0.7786847283
1258	0.7786846958
1259	0.7786846635
1260	0.7786846314
1261	0.7786845994
1262	0.7786739952
1263	0.778665544
1264	0.7786609186
1265	0.7786608868
1266	0.778656919
1267	0.7786464171
1268	0.7786354871
1269	0.7786293511
1270	0.7786293193
1271	0.7786229302
1272	0.7785997443
1273	0.7785920661
1274	0.77858333
1275	0.7785762703
1276	0.7785762384
1277	0.7785688297
1278	0.7785557353
1279	0.7785475388
1280	0.7785376199
1281	0.7785290195
1282	0.778528988
1283	0.7785289567
1284	0.77851481
1285	0.7785046344
1286	0.7784978335
1287	0.7784817602
1288	0.7784710219
1289	0.7784598007
1290	0.7784448992
1291	0.7784314631
1292	0.7784222234
1293	0.7784093849
1294	0.7784093534
1295	0.778398211
1296	0.7783980804
1297	0.7783891159
1298	0.7783861771
1299	0.7783861459
1300	0.7783854485
1301	0.7783687229
1302	0.7783592914
1303	0.7783592603
1304	0.7783528966
1305	0.7783438505
1306	0.7783438196
1307	0.7783328622
1308	0.7783237465
1309	0.77832132
1310	0.7783044385
1311	0.7782922849
1312	0.7782922541
1313	0.7782897791
1314	0.7782897488
1315	0.7782719579
1316	0.7782566151
1317	0.7782540165
1318	0.778246871
1319	0.7782416145
1320	0.7782375262
1321	0.7782369584
1322	0.7782369279
1323	0.77823499
1324	0.7782349708
1325	0.7782230169
1326	0.7782145095
1327	0.7782038871
1328	0.7781987803
1329	0.778193643
1330	0.7781836272
1331	0.7781704519
1332	0.7781540504
1333	0.7781485314
1334	0.7781358921
1335	0.7781238377
1336	0.7781114564
1337	0.7781114254
1338	0.7781009381
1339	0.7781009072
1340	0.7781008765
1341	0.7780958776
1342	0.7780958475
1343	0.7780918309
1344	0.7780815404
1345	0.7780680581
1346	0.7780550402
1347	0.7780447372
1348	0.7780447072
1349	0.7780346082
1350	0.7780209951
1351	0.7780138422
1352	0.7780071713
1353	0.7779935514
1354	0.7779801929
1355	0.7779734695
1356	0.7779669878
1357	0.7779666891
1358	0.7779552741
1359	0.7779496575
1360	0.7779426178
1361	0.777937391
1362	0.7779322679
1363	0.7779274743
1364	0.7779274449
1365	0.7779170187
1366	0.7779082508
1367	0.7779011082
1368	0.7779010876
1369	0.7778868231
1370	0.7778797311
1371	0.7778676094
1372	0.7778625902
1373	0.7778508238
1374	0.7778458944
1375	0.7778404591
1376	0.7778316732
1377	0.7778256177
1378	0.7778255891
1379	0.7778155067
1380	0.7778138747
1381	0.7778025948
1382	0.7777866921
1383	0.7777781979
1384	0.7777738727
1385	0.777773844
1386	0.7777698539
1387	0.7777591354
1388	0.777759107
1389	0.7777548686
1390	0.7777396845
1391	0.7777315643
1392	0.7777278328
1393	0.7777151151
1394	0.7777073362
1395	0.7776946725
1396	0.7776946443
1397	0.7776862084
1398	0.7776861803
1399	0.77767863
1400	0.7776703645
1401	0.7776507905
1402	0.7776426099
1403	0.777642582
1404	0.7776346801
1405	0.7776241552
1406	0.7776092015
1407	0.7776053027
1408	0.7775948757
1409	0.7775881556
1410	0.7775773634
1411	0.7775743649
1412	0.7775701624
1413	0.7775617849
1414	0.77755756
1415	0.7775456016
1416	0.777537975
1417	0.7775280105
1418	0.7775117949
1419	0.7775106573
1420	0.7775033826
1421	0.7774959605
1422	0.7774959338
1423	0.7774882583
1424	0.7774793748
1425	0.7774777516
1426	0.7774730382
1427	0.7774562049
1428	0.7774423738
1429	0.7774365509
1430	0.7774365244
1431	0.7774255609
1432	0.7774165005
1433	0.7774090451
1434	0.7773920719
1435	0.7773854108
1436	0.7773853848
1437	0.7773817117
1438	0.7773724981
1439	0.7773632504
1440	0.7773567028
1441	0.7773497944
1442	0.7773398358
1443	0.77733981
1444	0.7773304605
1445	0.7773200379
1446	0.7773200187
1447	0.7773031554
1448	0.7772916735
1449	0.7772828801
1450	0.77726805
1451	0.7772583929
1452	0.7772521206
1453	0.7772454309
1454	0.7772250909
1455	0.7772180182
1456	0.7772116086
1457	0.7772037357
1458	0.7771948101
1459	0.7771916084
1460	0.7771868609
1461	0.7771778933
1462	0.7771706629
1463	0.7771629369
1464	0.7771629113
1465	0.7771551345
1466	0.7771485168
1467	0.7771448813
1468	0.7771389726
1469	0.7771274662
1470	0.7771170927
1471	0.777115507
1472	0.7771083374
1473	0.7770986258
1474	0.7770898489
1475	0.777070052
1476	0.7770678942
1477	0.7770594061
1478	0.7770548374
1479	0.7770464774
1480	0.7770443695
1481	0.7770395548
1482	0.7770294049
1483	0.7770224595
1484	0.7770179231
1485	0.7770178982
1486	0.7770178735
1487	0.7770100691
1488	0.7770097202
1489	0.7770019147
1490	0.7769985323
1491	0.7769938388
1492	0.7769856725
1493	0.7769816328
1494	0.7769703775
1495	0.7769643149
1496	0.7769548877
1497	0.7769543981
1498	0.7769474053
1499	0.776939382
1500	0.7769369249
1501	0.7769369004
1502	0.7769285965
1503	0.7769267564
1504	0.7769098231
1505	0.7768998964
1506	0.7768902112
1507	0.7768799696
1508	0.776862983
1509	0.7768583466
1510	0.7768576157
1511	0.7768567811
1512	0.7768567561
